IZW ID,LLBB ID,date_found,location_lat,location_long,location_qual,area,condition,sex (m/f),age (j/a), weight (kg) ,instestil,muscle,hair,vibrisses,anthropogenic food,food comment,origin,date_dissect,species,location comment
1,16-51218-UTF 1034,22/07/2016,52.432412,13.259313,1,Berlin,autolytic,male,juvenil, 4.00    ,yes,yes,yes,yes,yes,"Raisins, doener meat",BA Steglitz-Zehlendorf   R06,22/07/2016 10:52,Rotfuchs,"Fundort: Teltower Damm 27, 14169 BerlinPolizei A 46Vorgangsnummer: 160722-0800-039088"
2,16-51218-UTF 1094,01/08/2016,52.534716,13.475296,1,Berlin,excellent,male,juvenil, 5.40    ,yes,yes,yes,yes,yes,"bread, chicken meat",BA Lichtenberg   R11,01/08/2016 10:31,Rotfuchs,"Fundort: Weißenseer Weg 32, 13055 BerlinPolizei A 61Vorgangsnummer: 160801-0725-019505"
3,16-51218-UTF 1096,29/07/2016,52.640804,13.30027,1,Berlin,excellent,male,juvenil, 5.00    ,yes,yes,yes,yes,no,NA,BA Reinickendorf  R12,01/08/2016 11:29,Rotfuchs,"Fundort: Zeltinger Straße 70, 13465 BerlinPolizei A 12Vorgangsnummer: 160729-2211-031544"
4,16-51218-UTF 1134,06/08/2016,52.420793,13.299527,1,Berlin,excellent,female,juvenil, 4.30    ,yes,yes,yes,yes,yes,chicken meat,BA Steglitz-Zehlendorf   R06,08/08/2016 10:04,Rotfuchs,"Fundort: Wismarer Straße 35, 12207 Berlin- LichterfeldePolizei A 46Vorgangsnummer: 160806-2200-243557"
5,16-51218-UTF 1135,08/08/2016,52.5100647,13.5190149,1,Berlin,excellent,male,juvenil, 4.50    ,yes,yes,yes,yes,yes,dog/cat food,BA Lichtenberg   R11,08/08/2016 10:07,Rotfuchs,"Fundort: Alt- Friedrichsfelde/ Rhinstraße, 10315 Berlin- LichtenbergPolizei A 64Vorgangsnummer: 160808-0500-288345"
6,16-51218-UTF 1184,10/08/2016,52.517514 ,13.516746,3,Berlin,excellent,female,juvenil, 3.00    ,yes,yes,yes,yes,no,empty,BA Lichtenberg   R11,12/08/2016 09:52,Rotfuchs,"Fundort: Kleingartenanlage Bielefeldt, 10315 Berlin"
7,16-51218-UTF  1202,14/08/2016,52.411299,13.014198,4,Brandenburg,excellent,female,juvenile, 3.10    ,yes,yes,yes,yes,no,mirabelles,VLÜA Potsdam/Stadt,16/08/2016,Rotfuchs, 14409 Potsdam
8,16-51218-UTF 1221,14/08/2016,52.456617,13.369451,1,Berlin,excellent,female,adult, 3.80    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,17/08/2016 10:00,Rotfuchs,"Fundort: Alboinstraße 18, 12103 Berlin- SchönebergPolizei A 44Vorgangsnummer: 160814-0150-034104274"
9,16-51218-UTF 1222,NA,52.509809,13.543729,2,Berlin,excellent,male,adult, 7.30    ,yes,yes,yes,yes,no,"mouse, parts of feathers, mirabelles",BA Marzahn-Hellersdorf   R10,17/08/2016 10:00,Rotfuchs,Fundort: B1/ Auffahrt zur Märkischen AlleePolizei A 62
10,16-51218-UTF 1227,16/08/2016,52.445868,13.294022,4,Berlin,excellent,male,juvenil, 6.90    ,yes,yes,yes,yes,yes,"undefined, small piece of sausage",BA Steglitz-Zehlendorf   R06,17/08/2016 10:00,Rotfuchs,"Fundort: Unter den Eichen, 12205 BerlinPolizei A 46Vorgangsnummer: 160816-0300-261895276"
11,16-51218-UTF 1224,13/08/2016,52.404523,13.406874,1,Berlin,excellent,female,juvenil, 4.50    ,yes,yes,yes,yes,no,"fur, herbal matter",BA Tempelhof-Schöneberg   R07,17/08/2016 10:00,Rotfuchs,"Fundort: Lichtenrader Damm/ Potsdamer Straße, 12305 BerlinPolizei A 47Vorgangsnummer: 160813-2230-244581273"
12,16-51218-UTF 1226,12/08/2016,52.599894,13.252054,1,Berlin,excellent,female,juvenil, 4.80    ,yes,yes,yes,yes,NA,mash,BA Reinickendorf  R12,17/08/2016 10:00,Rotfuchs,"Fundort: Heiligenseestraße/ Konradshöher Straße, 13505 BerlinPolizei A 11Vorgangsnummer: 160813-2330-019415272"
13,16-51218-UTF 1245,NA,52.425288,13.157365,1,Berlin,excellent,male,juvenil, 5.80    ,yes,yes,yes,yes,yes,bread,BA Steglitz-Zehlendorf   R06,18/08/2016 09:55,Rotfuchs,"Fundort: Lindenstraße 15?, 14109 BerlinPolizei A 43"
14,16-51218-UTF 1253,22/08/2016,52.488241,13.2963,1,Berlin,excellent,female,juvenil, 5.70    ,yes,yes,yes,yes,yes,bread roll,BA Charlottenburg-Wilmersdf. R04,22/08/2016 09:46,Rotfuchs,"Fundort: Charlottenbrunner Str. 5a, 14193 BerlinVorgangsnummer: 160822-0030-226060 Pol.A 26"
15,16-51218-UTF 1254,NA,52.475114,13.303252,3,Berlin,excellent,female,juvenil, 4.40    ,yes,yes,yes,yes,no,"mouse fur, mirabelles",BA Charlottenburg-Wilmersdf. R04,22/08/2016 09:49,Rotfuchs,"Fundort: Mecklenburgische Straße, 14197 BerlinPol.A 26"
16,16-51218-UTF  1252,18/08/2016,52.40975,12.961001,4,Brandenburg,excellent,male,juvenile, 2.40    ,yes,yes,yes,yes,yes,especially spareribs,VLÜA Potsdam/Stadt,22/08/2016,Rotfuchs, 14476 Golm
17,16-51218-UTF  1275,22/08/2016,52.475543,12.988993,4,Brandenburg,autolytic,male,juvenile, 4.80    ,yes,yes,yes,yes,no,mirabelles,VLÜA Potsdam/Stadt,23/08/2016,Rotfuchs, 14476 Fahrland
18,16-51218-UTF  1278,23/08/2016,52.475543,12.988993,4,Brandenburg,excellent,male,juvenile, 5.50    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam/Stadt,24/08/2016,Rotfuchs, 14476 Fahrland
19,16-51218-UTF  1281,23/08/2016,52.536145,12.950726,4,Brandenburg,autolytic,male,juvenile, 5.10    ,yes,yes,yes,yes,no,especially mirabelles,VLÜA Havelland,25/08/2016,Rotfuchs,14641 Wustermark
20,16-51218-UTF 1285,27/08/2016,52.44613,13.353508,1,Berlin,autolytic,female,adult, 5.90    ,yes,yes,yes,yes,yes,sausage,BA Steglitz-Zehlendorf   R06,29/08/2016 09:50,Rotfuchs,"Fundort: Crailsheimer Str. 12B, 12247 BerlinVorgangsnummer: 160827-2200-033010 Pol.A 45"
21,16-51218-UTF  646,11/05/2016,52.558003 ,13.453086,1,Berlin,autolytic,female,juvenil, NA ,yes,yes,yes,yes,no,pieces of bones,BA Pankow   R03,11/05/2016 10:35,Rotfuchs,"Fundort: Roelkestraße 53, 13088 Berlin- WeißenseePolizei A 14Vorgangsnummer: 160511-0300-037456"
22,16-51218-UTF 1326,04/09/2016,52.4734,13.31093,4,Berlin,excellent,male,juvenil, 4.50    ,yes,yes,yes,yes,no,empty,BA Charlottenburg-Wilmersdf. R04,05/09/2016 10:05,Rotfuchs,"Fundort: Johannisberger Straße, 14197 BerlinPolizei A 26Vorgangsnummer: 160904-1100-022166"
23,16-51218-UTF 1348,06/09/2016,52.534672,13.566586,1,Berlin,autolytic,male,juvenil, 4.30    ,yes,yes,yes,yes,yes,"rubber, plastic, plums",BA Marzahn-Hellersdorf   R10,06/09/2016 10:24,Rotfuchs,"Fundort: Blumberger Damm 44, 12683 Berlin"
24,16-51218-UTF  1333,04/09/2016,53.032884,13.157862,4,Brandenburg,excellent,female,adult, 5.70    ,yes,yes,yes,yes,no,mouse,VLÜA Oberhavel,06/09/2016,Rotfuchs,16775 Wendefeld
25,16-51218-UTF  1342,31/08/2016,52.394682,13.101989,4,Brandenburg,excellent,male,juvenile, 3.70    ,yes,yes,yes,yes,no,blood,VLÜA Potsdam/Stadt,06/09/2016,Rotfuchs,14482 Potsdam
26,16-51218-UTF  1345,03/09/2016,52.475543,12.988993,4,Brandenburg,excellent,female,juvenile, 4.60    ,yes,yes,yes,yes,no,herbal matter,VLÜA Potsdam/Stadt,06/09/2016,Rotfuchs, 14476 Fahrland
27,16-51218-UTF 1315,31/08/2016,52.452453 ,13.433104,1,Berlin,excellent,male,adult, NA ,yes,yes,yes,yes,no,empty,BA Neukölln  R 08,31/08/2016 09:28,Rotfuchs,"Fundort: Gradestr./ Tempelhofer Weg, 12347 BerlinVorgangsnummer: 160831-0100-225214 Pol.A 56"
28,16-51218-UTF  1358,03/09/2016,52.324116,12.655317,4,Brandenburg,excellent,male,adult, NA ,yes,yes,yes,yes,no,empty,VLÜA Potsdam-Mittelmark,08/09/2016,Rotfuchs, 14797 Grebs
29,16-51218-UTF 1359,09/09/2016,52.516667,13.442326,1,Berlin,autolytic,male,juvenil, NA ,yes,yes,yes,yes,no,empty,BA Friedrichshain-Kreuzberg,09/09/2016 10:05,Rotfuchs,"Fundort: Karl- Marx-Allee 96, 10243 BerlinPolizei A 51Vorgangsnummer: 160909-1300-255986"
30,16-51218-UTF 1362,10/09/2016,52.435808,13.274282,1,Berlin,excellent,female,adult, NA ,yes,yes,yes,yes,yes,meat (pet?),BA Steglitz-Zehlendorf   R06,12/09/2016 09:50,Rotfuchs,"Fundort: Sundgauerstraße 109, 14167 BerlinPolizei A 46Vorgangsnummer: 160910-0930-036278"
31,16-51218-UTF 1376,13/09/2016,52.41356,13.26609,1,Berlin,excellent,male,adult, NA ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,13/09/2016 10:25,Rotfuchs,"Fundort: Teltower Damm 226, 14167 BerlinPolizei A 43Vorgangsnummer: 160913-0730-244561"
32,16-51218-UTF 1387,13/09/2016,52.560282 ,13.290839,4,Berlin,autolytic,female,juvenil, 4.50    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,14/09/2016 10:18,Rotfuchs,"Fundort: Flughafen Tegel, 13405 Berlin"
33,16-51218-UTF  1392,10/09/2016,53.124485,11.923303,4,Brandenburg,autolytic,male,adult, 5.60    ,yes,yes,yes,yes,no,empty,VLÜA Prignitz,15/09/2016,Rotfuchs,19348 Perleberg
34,16-51218-UTF 1377,12/09/2016,52.409894,13.273534,1,Berlin,autolytic,male,juvenil, 4.70    ,yes,yes,yes,yes,NA,mash,BA Steglitz-Zehlendorf   R06,13/09/2016 10:25,Rotfuchs,"Fundort: Beekowdamm/ Wupperstraße, 14167 BerlinPolizei A 46Vorgangsnummer: 160912-1810-039121"
35,16-51218-UTF  1372,02/09/2016,52.90588,12.863211,4,Brandenburg,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,empty,VLÜA Ostprignitz-Ruppin,13/09/2016,Rotfuchs,16818 Wuthenow
36,16-51218-UTF  1390,13/09/2016,52.719629,13.19494,4,Brandenburg,excellent,female,juvenile, 4.60    ,yes,yes,yes,yes,no,"herbal matter, rodent fur",VLÜA Oberhavel,15/09/2016,Rotfuchs,16767 Germendorf
37,16-51218-UTF 1401,18/09/2016,52.463681,13.405739,1,Berlin,excellent,female,juvenil, 5.20    ,yes,yes,yes,yes,NA,mash,BA Tempelhof-Schöneberg   R07,19/09/2016 10:32,Rotfuchs,"Fundort: Oberlandstraße 84, 12099 BerlinPolizei A 44Vorgangsnummer: 160918-1000-243810"
38,16-51218-UTF 1403,16/09/2016,52.569897 ,13.436023,1,Berlin,excellent,male,juvenil, 6.20    ,yes,yes,yes,yes,no,herbal matter,BA Pankow   R03,19/09/2016 10:40,Rotfuchs,"Fundort: Rotenbachstraße 32, 13089 BerlinPolizei A 14Vorgangsnummer: 160916-2305-030534"
39,16-51218-UTF  1455,26/09/2016,52.484041,14.444573,4,Brandenburg,excellent,male,adult, 5.00    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,26/09/2016,Rotfuchs, 15306 Libbenichen
40,16-51218-UTF  1426,20/09/2016,52.289473,14.425205,4,Brandenburg,excellent,male,adult, 5.90    ,yes,yes,yes,yes,no,herbal matter,VLÜA Frankfurt(Oder),20/09/2016,Rotfuchs, 15234 Frankfurt(Oder)-Hohenwalde
41,16-51218-UTF 1428,19/09/2016,52.470168 ,13.445683,1,Berlin,excellent,male,juvenil, 6.00    ,yes,yes,yes,yes,no,herbal matter,BA Neukölln  R 08,20/09/2016 10:32,Rotfuchs,"Fundort: Saalestraße/ Zeitzstraße, 12055 BerlinPolizei A 54Vorgangsnummer: 160919-2200-262216"
42,16-51218-UTF  1425,20/09/2016,52.289473,14.425205,4,Brandenburg,excellent,male,adult, 5.70    ,yes,yes,yes,yes,no,empty,VLÜA Frankfurt(Oder),20/09/2016,Rotfuchs, 15234 Frankfurt(Oder)-Hohenwalde
43,16-51218-UTF  1430,17/09/2016,52.64547,13.537853,4,Brandenburg,excellent,female,adult, 3.40    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,21/09/2016,Rotfuchs, 16341 Panketal
44,16-51218-UTF 1456,24/09/2016,52.502983,13.580378,1,Berlin,excellent,male,adult, 6.40    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,08/01/1900 00:00,Rotfuchs,"Fundort: Chemnitzer Straße, ggü 26, 12621 Berlin"
45,16-51218-UTF  1457,25/09/2016,52.754049,13.886677,4,Brandenburg,autolytic,female,adult, 5.90    ,yes,yes,yes,yes,no,empty,VLÜA Uckermark,27/09/2016,Rotfuchs, 17291 Nordwestuckermark
46,16-51218-UTF  1465,22/09/2016,52.845764,12.385891,4,Brandenburg,autolytic,male,adult, 5.50    ,?,?,?,?,no,small rodent,VLÜA Ostprignitz-Ruppin,27/09/2016,Rotfuchs,16845 Neustadt (Dosse)
47,16-51218-UTF  1462,22/09/2016,52.387522,13.277952,4,Brandenburg,excellent,male,juvenile, 5.30    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam-Mittelmark,27/09/2016,Rotfuchs,14513 Teltow
48,16-51218-UTF 1485,29/09/2016,52.552739,13.360635,1,Berlin,excellent,male,adult, 4.80    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,30/09/2016 10:02,Rotfuchs,"Fundort: Oudenarder Straße 16, 13347 BerlinPolizei: A35Vorgangsnummer: 160929-2130-028551"
49,16-51218-UTF  1493,03/10/2016,52.814432,14.053039,4,Brandenburg,autolytic,male,adult, 5.90    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,04/10/2016,Rotfuchs, 16259 Bad Freienwalde (Oder)
50,16-51218-UTF  1488,04/10/2016,53.386779,14.159618,4,Brandenburg,autolytic,male,adult, 5.80    ,yes,yes,yes,yes,no,rodents,VLÜA Uckermark,04/10/2016,Rotfuchs,17326 Brüssow
51,16-51218-UTF  1495,29/09/2016,53.041689,14.005438,4,Brandenburg,autolytic,female,adult, 4.20    ,yes,yes,yes,yes,no,herbal matter,VLÜA Uckermark,04/10/2016,Rotfuchs,16278 Angermünde
52,16-51218-UTF 1501,01/10/2016,52.526444 ,13.496205,1,Berlin,excellent,male,adult, 6.60    ,yes,yes,yes,yes,no,blood,BA Lichtenberg   R11,04/10/2016 10:55,Rotfuchs,"Fundort: Am Wasserwerk/ Herzbergstr., 10365 BerlinPolizei: A64Vorgangsnummer: 161001-2140-288345"
53,16-51218-UTF 1503,NA,52.529569,13.37354,1,Berlin,excellent,male,adult, 7.00    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,05/10/2016 09:35,Rotfuchs,"Fundort: Scharnhorststr.34, 10115 Berlin, Bundesministerium InnenhofPolizei: A31"
54,16-51218-UTF 1507,05/10/2016,52.545878 ,13.332435,1,Berlin,excellent,female,juvenil, 4.50    ,yes,yes,yes,yes,no,herbal matter,BA Mitte  R01,06/10/2016 09:57,Rotfuchs,"Fundort: Transvaalstr./Dohnagestell, 13351 BerlinPolizei: A35Vorgangsnummer: 161005-2040-025250"
55,16-51218-UTF 1529,12/10/2016,52.495752,13.379725,1,Berlin,excellent,female,juvenil, 5.10    ,yes,yes,yes,yes,no,empty,BA Friedrichshain-Kreuzberg,12/10/2016 09:38,Rotfuchs,"Fundort: Möckernstr. 25, 10963 BerlinVorgangsnummer: AF 161012-0800-249550 Pol. A 52"
56,16-51218-UTF 1510,08/10/2016,52.546237 ,13.191571,1,Berlin,excellent,female,adult, 4.10    ,yes,yes,yes,yes,no,mouse,BA Spandau   R05,10/10/2016 10:00,Rotfuchs,"Fundort: Falkenseer Chaussee/ Ecke Hohenzollernring, 13585 BerlinVorgangsnummer: 161008-0005-295528, Pol.A 21"
57,16-51218-UTF 1511,09/10/2016,52.559067,13.333355,1,Berlin,excellent,male,juvenil, 5.40    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,10/10/2016 10:07,Rotfuchs,"Fundort: Afrikanische Straße 145, 13351 BerlinVorgangsnummer: 161009-2050-021007 Pol.A 35"
58,16-51218-UTF 1528,11/10/2016,52.499922 ,13.280454,2,Berlin,excellent,female,juvenil, 5.00    ,yes,yes,yes,yes,no,empty,BA Charlottenburg-Wilmersdf. R04,11/10/2016 10:22,Rotfuchs,"Fundort: BAB 100 Richtung Süd, Autobahndreieck Funkturm, 14055 BerlinPolizei A 22Vorgangsnummer: 161011-1300-170996"
59,16-51218-UTF 1527,NA,52.463117,13.385455,1,Berlin,excellent,male,juvenil, 4.40    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,11/10/2016 10:22,Rotfuchs,"Fundort:Tempelhofer Damm 163, 12099 BerlinKolonie Federblume, Parzelle 10Polizei A 44"
60,16-51218-UTF  980,11/07/2016,52.619311,13.310443,1,Berlin,excellent,male,juvenil, 5.20    ,yes,yes,yes,yes,NA,mash,BA Reinickendorf  R12,12/07/2016 09:59,Rotfuchs,"Fundort: Kita Zwergenschlösschen, Olafstr. 16, 13467 BerlinVorgangsnummer: 2181260165"
60,16-51218-UTF 1544,13/10/2016,52.566824,13.478175,1,Berlin,excellent,male,juvenil, 5.20    ,yes,yes,yes,yes,NA,mash,BA Lichtenberg   R11,13/10/2016 10:09,Rotfuchs,"Fundort: Darßer Str. 74, 13051 BerlinPol.A 61"
61,16-51218-UTF 1545,14/10/2016,52.604238,13.326627,1,Berlin,excellent,male,juvenil, 6.00    ,yes,yes,yes,yes,yes,"bread, herbal matter",BA Reinickendorf  R12,14/10/2016 09:52,Rotfuchs,"Fundort: Oranienburger Straße 146, 13437 BerlinPolizei A 12Vorgangsnummer: 161014-0500-255857"
62,16-51218-UTF 1547,NA,52.557448,13.349864,3,Berlin,excellent,male,juvenil, 5.50    ,yes,yes,yes,yes,yes,"bread, mouse",BA Mitte  R01,17/10/2016 08:04,Rotfuchs,"Fundort: Barfussstraße o. Nr., 13349 BerlinPolizei Dir 3 A 35"
63,16-51218-UTF 1548,15/10/2016,52.507024 ,13.23532,1,Berlin,autolytic,female,adult, NA ,yes,yes,yes,yes,yes,bread,BA Charlottenburg-Wilmersdf. R04,17/10/2016 08:08,Rotfuchs,"Fundort: Heerstraße/ Ragniter Allee, 14055 BerlinPolizei A 22Vorgangsnummer: 161015-1115-295347"
64,16-51218-UTF 1563,19/10/2016,52.535041,13.35807,1,Berlin,excellent,male,adult, 4.30    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,19/10/2016 08:38,Rotfuchs,"Fundort: Lehrter Straße 48c, 10557 BerlinDir E 33 EHUVorgangsnummer: 161019-1300-262139"
65,16-51218-UTF  1562,17/10/2016,52.40975,12.961001,4,Brandenburg,autolytic,female,adult, 5.40    ,yes,yes,yes,yes,yes,especially bread & feathers,VLÜA Potsdam/Stadt,19/10/2016,Rotfuchs, 14476 Golm
66,16-51218-UTF 1569,21/10/2016,52.51626,13.527399,1,Berlin,excellent,male,juvenil, 7.00    ,yes,yes,yes,yes,yes,"bread, herbal matter",BA Marzahn-Hellersdorf   R10,21/10/2016 10:22,Rotfuchs,"Fundort: Marzahner Chaussee/ Ecke Reiler Straße, 12681 Berlin"
67,16-51218-UTF 1570,20/10/2016,52.556804 ,13.240082,2,Berlin,autolytic,male,adult, 5.70    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,21/10/2016 10:24,Rotfuchs,"Fundort: Kolonie  Am Tegeler See, Halligweg, 13599 Berlin"
68,16-51218-UTF 1589,25/10/2016,52.451813,13.485854,1,Berlin,excellent,male,juvenil, 5.40    ,yes,yes,yes,yes,no,"apples, rodent fur",BA Treptow-Köpenick   R09,26/10/2016 10:23,Rotfuchs,"Fundort: Königsheiderweg 100,12437 Berlin"
69,16-51218-UTF 1595,27/10/2016,52.449878,13.304409,1,Berlin,excellent,female,juvenil, 5.30    ,yes,yes,yes,yes,yes,sausage covers,BA Steglitz-Zehlendorf   R06,27/10/2016 10:12,Rotfuchs,"Fundort: Unter den Eichen 38, 12203 BerlinPolizei A 45Vorgangsnummer: 161027-0130-249299"
70,16-51218-UTF 1596,27/10/2016,52.511593,13.205444,1,Berlin,excellent,male,adult, 6.00    ,yes,yes,yes,yes,yes,bread,BA Spandau   R05,27/10/2016 10:12,Rotfuchs,"Fundort: Heerstraße 196, 13595 Berlin- SpandauPolizei A 23Vorgangsnummer: 161027-0000-020221"
71,16-51218-UTF 1599,28/10/2016,52.396743,13.405963,1,Berlin,excellent,male,juvenil, 6.70    ,yes,yes,yes,yes,yes,bread,BA Tempelhof-Schöneberg   R07,28/10/2016 10:21,Rotfuchs,"Fundort: Lichtenrader Damm 178, 12305 Berlin/ LichtenradePolizei A 47Vorgangsnummer: 161028-0430-027240"
72,16-51218-UTF  1603,29/10/2016,52.411299,13.014198,4,Brandenburg,excellent,male,adult, 4.80    ,yes,yes,NA,NA,no,empty,VLÜA Potsdam/Stadt,01/11/2016,Rotfuchs, 14409 Potsdam
73,16-51218-UTF  1597,26/10/2016,52.718322,13.4365,4,Brandenburg,excellent,male,juvenile, 5.90    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,28/10/2016,Rotfuchs, 16352 Basdorf
74,16-51218-UTF 1606,30/10/2016,52.474674,13.28984,1,Berlin,autolytic,female,adult, 3.50    ,yes,yes,yes,yes,no,empty,BA Charlottenburg-Wilmersdf. R04,01/11/2016 10:33,Rotfuchs,"Fundort: Warnemünder Straße 27, 14199 Berlin/ SchmargendorfPolizei A 26Vorgangsnummer: 161030-1300-171583"
75,16-51218-UTF 1607,30/10/2016,52.562027,13.360221,1,Berlin,excellent,male,adult, 7.00    ,yes,yes,yes,yes,NA,mash,BA Reinickendorf  R12,01/11/2016 10:33,Rotfuchs,"Fundort: Holländerstraße 16, 13407 Berlin/ ReinickendorfPolizei A 12Vorgangsnummer: 161030-0010-027392"
76,16-51218-UTF 1608,29/10/2016,52.49988,13.437276,1,Berlin,excellent,female,adult, 5.00    ,yes,yes,yes,yes,no,empty,BA Friedrichshain-Kreuzberg,01/11/2016 10:33,Rotfuchs,"Fundort: Skalitzer Straße 61, 10997 BerlinPolizei A 53Vorgangsnummer: 161029-1900-030794"
77,16-51218-UTF  1605,31/10/2016,52.607053,12.810965,4,Brandenburg,excellent,female,adult, 5.50    ,yes,yes,yes,yes,no,empty,VLÜA Havelland,01/11/2016,Rotfuchs,14641 Nauen
78,16-51218-UTF  1600,25/10/2016,51.954969,13.886093,4,Brandenburg,excellent,male,adult, 5.30    ,yes,yes,yes,yes,no,berries,VLÜA Dahme-Spreewald,01/11/2016,Rotfuchs, 15907 Lübben (Spreewald)
79,16-51218-UTF  1613,28/10/2016,51.954969,13.886093,4,Brandenburg,excellent,male,adult, 8.40    ,yes,yes,yes,yes,no,"herbal matter, rodent fur",VLÜA Dahme-Spreewald,01/11/2016,Rotfuchs,15907 Lübben (Spreewald)
80,16-51218-UTF  1614,29/10/2016,52.062411,13.950652,4,Brandenburg,excellent,male,adult, 7.20    ,yes,yes,yes,yes,no,empty,VLÜA Dahme-Spreewald,03/11/2016,Rotfuchs,15913 Märkische Heide
81,16-51218-UTF  1623,03/11/2016,52.411299,13.014198,4,Brandenburg,excellent,male,adult, 7.30    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam/Stadt,03/11/2016,Rotfuchs, 14409 Potsdam
82,16-51218-UTF 1625,06/11/2016,52.442694,13.289846,1,Berlin,excellent,female,adult, 5.30    ,yes,yes,yes,yes,no,herbal matter,BA Steglitz-Zehlendorf   R06,07/11/2016 09:46,Rotfuchs,"Fundort: Unter den Eichen 44, 12163 BerlinPolizei A 45Vorgangsnummer: 161106-1000-033010"
83,16-51218-UTF 1626,06/11/2016,52.541663 ,13.334967,1,Berlin,excellent,female,adult, 5.00    ,yes,yes,yes,yes,no,mouses,BA Mitte  R01,07/11/2016 10:11,Rotfuchs,"Fundort: Seestraße, zwischen Dohnagestell und Nordufer, 13353  BerlinPolizei A 35Vorgangsnummer: 161106-1500-069936"
84,16-51218-UTF 1627,06/11/2016,52.50547 ,13.572436,1,Berlin,excellent,male,adult, 7.70    ,yes,yes,yes,yes,no,herbal matter,BA Marzahn-Hellersdorf   R10,07/11/2016 10:11,Rotfuchs,"Fundort: Alt- Biesdorf/ Am Brodersengarten, 12683  BerlinPolizei A 62Vorgangsnummer: 161106-0300-028533"
85,16-51218-UTF 1628,05/11/2016,52.477212,13.288481,1,Berlin,excellent,male,juvenil, 5.20    ,yes,yes,yes,yes,no,empty,BA Charlottenburg-Wilmersdf. R04,07/11/2016 10:11,Rotfuchs,"Fundort: Berkaer Platz 37, 14199  BerlinPolizei A 26Vorgangsnummer: 161105-1200-030978"
86,16-51218-UTF  1649,09/11/2016,52.411299,14.005438,4,Brandenburg,excellent,female,adult, 5.10    ,yes,yes,yes,yes,no,especially bird rests,VLÜA Potsdam/Stadt,10/11/2016,Rotfuchs, 14409 Potsdam
87,16-51218-UTF 1645,08/11/2016,52.43554,13.269506,1,Berlin,excellent,male,adult, 6.60    ,yes,yes,yes,yes,no,gras,BA Steglitz-Zehlendorf   R06,09/11/2016 10:26,Rotfuchs,"Fundort: Mörchinger Straße 135, 14169 BerlinPolizei A 46Vorgangsnummer: 161108-1555-027026"
88,16-51218-UTF 1650,10/11/2016,52.430669,13.263701,1,Berlin,excellent,male,adult, 6.10    ,yes,yes,yes,yes,yes,bread,BA Steglitz-Zehlendorf   R06,10/11/2016 10:19,Rotfuchs,"Fundort: Mühlenstraße 10, 14167 BerlinPolizei A 46Vorgangsnummer: 161110-0940-215689"
89,16-51218-UTF  1643,06/11/2016,52.125062,13.22056,4,Brandenburg,excellent,female,adult, 5.40    ,yes,yes,yes,yes,no,empty,VLÜA Teltow-Fläming,09/11/2016,Rotfuchs,14947 Nuthe-Urstromtal
90,16-51218-UTF 1651,10/11/2016,52.535229,13.46186,1,Berlin,excellent,male,adult, 7.90    ,yes,yes,yes,yes,no,"herbal matter, stones, meat",BA Pankow   R03,11/11/2016 09:57,Rotfuchs,"Fundort: Schneeglöckchenstraße/ Sigridstraße, 10407 Berlin/ Prenzlauer BergPolizei A 16Vorgangsnummer: 161110-1800-031116"
91,16-51218-UTF 1652,10/11/2016,52.517839,13.445981,1,Berlin,excellent,female,adult, 3.90    ,yes,yes,yes,yes,no,empty,BA Friedrichshain-Kreuzberg,11/11/2016 10:01,Rotfuchs,"Fundort: Weidenweg 19, 10249 Berlin/ FriedrichshainPolizei A 51Vorgangsnummer: 161110-2230-302936"
92,16-51218-UTF 1662,11/11/2016,52.44217,13.254175,1,Berlin,excellent,male,juvenil, 4.40    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,15/11/2016 10:31,Rotfuchs,"Fundort: Onkel- Tom- Straße 40, 14169 Berlin- ZehlendorfPolizei A 43Vorgangsnummer: 161111-1945-023580"
93,16-51218-UTF  1665,13/11/2016,52.206596,13.597079,4,Brandenburg,excellent,female,adult, 4.80    ,yes,yes,yes,yes,no,empty,VLÜA Dahme-Spreewald,16/11/2016,Rotfuchs,15749 Mittenwalde
